StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular
1956,17,0,0,2,12.171431863479485,13,0,4,0
1957,18,1,0,3,19.41809422899739,3,1,2,0
1958,15,0,0,2,7.472113190681182,21,0,2,0
1959,16,1,0,3,13.629212250343425,18,1,3,1
1960,17,1,0,4,1.2707144484783717,22,0,3,0
1961,15,0,3,1,7.924946936328119,6,0,1,0
1962,15,0,1,2,19.27635322376361,3,1,4,0
1963,16,0,0,2,10.779617489002412,1,0,3,1
1964,17,0,0,4,5.757590066696892,26,0,0,0
1965,17,1,1,4,2.405419262572137,6,1,1,0
1966,15,0,0,2,14.070566803630609,2,1,2,1
1967,15,1,2,1,12.897120868594536,14,0,2,0
1968,16,0,1,2,7.478774272075492,0,0,3,0
1969,16,1,2,1,19.018827037316687,1,0,0,0
1970,17,1,0,2,0.44405625975700636,9,1,3,1
1971,18,1,1,3,6.074477032636516,15,0,3,1
1972,17,1,0,1,18.421389725991627,24,0,1,1
1973,15,1,3,2,6.418708766388807,27,0,2,1
1974,17,1,1,2,5.045056677103408,14,1,1,1
1975,18,0,0,2,10.684408198624947,23,1,1,1
1976,16,1,0,1,16.476034998410757,14,1,2,0
1977,18,0,0,2,2.062935217567221,13,0,4,1
1978,18,0,1,3,18.860414192914725,21,1,1,0
1979,18,1,0,3,15.90145762362328,13,0,2,1
1980,16,0,1,1,3.625005111031039,5,0,1,1
1981,18,1,0,3,14.240159223963254,13,1,1,0
1982,18,0,1,2,7.6991744527511425,16,0,2,0
1983,18,1,2,1,8.045893561526373,17,0,3,0
1984,15,0,2,0,15.665801848777328,19,1,0,0
1985,18,1,2,1,19.255696159614644,18,0,4,0
1986,16,1,0,3,2.5331174569438786,29,0,0,0
1987,18,1,0,2,8.412604737576387,16,0,3,0
1988,18,1,1,2,9.61883216168607,15,0,3,1
1989,16,0,0,1,7.5262363390999525,7,1,2,0
1990,18,1,0,2,7.2637824743245005,6,0,1,0
1991,16,0,0,0,1.0453733512319308,19,1,2,0
1992,18,0,0,1,13.710772411252465,27,0,3,1
1993,16,0,0,2,8.724288342400907,11,0,3,0
1994,18,1,2,1,3.8958760528785352,8,0,2,0
1995,18,0,0,3,16.320670046041368,26,1,2,0
1996,15,0,1,1,16.051214963032557,13,0,3,0
1997,15,0,0,2,9.727832561777877,19,1,4,0
1998,18,1,1,2,5.96901322295521,0,0,3,0
1999,18,1,0,2,12.761854515929048,9,1,3,0
2000,17,0,2,1,5.763042715548061,16,1,2,1
2001,16,1,2,0,4.720158606474241,16,1,3,1
2002,17,1,0,3,14.610293080526533,16,1,3,0
2003,15,0,3,1,0.806504794419014,3,0,3,1
2004,15,0,3,3,1.8953694206918792,16,1,2,0
2005,15,1,2,4,0.13576348047179554,17,0,2,0
2006,15,0,2,1,3.058863729508523,19,0,2,0
2007,18,1,0,1,1.3798001742091892,22,0,2,0
2008,15,1,1,2,19.916047355598373,1,0,2,0
2009,18,1,0,4,5.776199399081792,7,0,3,1
2010,18,1,0,3,2.9853602533849455,12,0,2,1
2011,15,1,3,2,4.819925159918359,22,0,1,0
2012,15,1,0,2,18.722511430802694,24,0,3,0
2013,16,0,2,1,10.403204460487913,29,0,3,0
2014,17,0,2,4,7.296361926157138,21,1,2,0
2015,15,1,2,4,17.467829158184387,19,1,1,0
2016,16,1,3,1,7.899805410980649,21,1,4,1
2017,16,1,0,1,6.700171399153916,14,0,3,0
2018,17,0,0,1,4.145650450994712,19,0,1,1
2019,18,1,0,1,7.555936478188229,22,1,0,0
2020,15,0,0,3,6.333687120338521,8,1,2,1
2021,17,1,0,1,13.546079185962821,2,1,3,1
2022,15,1,0,0,5.791654093414542,2,0,1,1
2023,16,0,2,1,11.543994928451228,1,0,2,1
2024,16,0,1,4,1.317843300639454,0,1,2,0
2025,18,1,0,2,3.8257831339302872,13,0,3,0
2026,16,1,1,2,8.148105432226975,16,0,2,1
2027,16,1,0,1,18.738985078173908,12,1,2,0
2028,17,0,0,4,7.5450397143139085,18,1,4,1
2029,15,0,2,3,13.281482423996682,29,0,1,0
2030,15,0,1,1,5.101744448427963,22,0,1,0
2031,17,0,2,0,2.5406715194646345,14,1,3,0
2032,18,0,0,0,1.1707320016010025,26,0,1,1
2033,15,0,2,1,6.1082699708550265,24,1,3,1
2034,16,1,1,2,3.1532205359381593,13,1,0,0
2035,15,1,1,3,3.480208960322484,1,1,1,0
2036,16,0,1,2,15.215186167739,6,1,4,1
2037,18,1,2,3,0.3167614188974843,16,0,2,1
2038,17,1,1,2,11.156202514708689,17,0,3,0
2039,15,0,1,2,7.589227611869296,5,0,1,1
2040,17,1,3,2,10.130999998170944,26,0,1,0
2041,15,0,2,1,11.256604744292058,20,0,3,0
2042,16,0,0,1,6.267353889145564,7,0,2,0
2043,17,1,2,2,5.902177203685706,27,1,2,1
2044,15,0,0,0,14.668036986698114,26,0,0,1
2045,16,0,0,1,17.425539762423142,1,0,2,1
2046,17,0,1,2,3.8516326491705577,0,0,3,1
2047,17,0,3,4,1.952375210702979,15,0,3,0
2048,15,0,3,2,17.955916127840517,6,0,3,1
2049,15,0,0,3,6.9979092729479735,21,0,3,0
2050,15,0,1,2,11.026347813256283,23,0,2,1
2051,16,0,0,2,7.190862890400069,10,1,2,0
2052,15,1,3,2,2.5160467269210263,14,1,3,1
2053,17,1,3,3,11.786632898954561,12,1,1,1
2054,17,1,1,2,10.502817035392592,29,0,1,1
2055,15,0,2,2,4.059871183823944,23,0,4,1
2056,15,0,2,2,9.037380893045556,1,0,0,0
2057,18,1,1,2,15.938950080312917,13,0,1,1
2058,17,1,0,1,11.808522062157827,23,0,2,0
2059,16,1,0,0,1.938346541339897,5,0,3,1
2060,18,0,1,0,10.960429944582701,8,1,2,1
2061,15,1,1,3,14.054765985791738,27,0,2,0
2062,15,1,0,1,15.854068115615028,6,0,4,1
2063,17,0,3,1,12.582351572685335,17,0,3,0
2064,15,1,0,2,3.0531632908156747,23,0,3,1
2065,16,0,1,1,14.203465331803214,8,1,0,1
2066,17,0,1,2,13.546836921630327,22,0,1,0
2067,15,0,1,1,0.4885376588126644,3,0,2,0
2068,17,1,1,4,8.234953351804863,8,0,1,0
2069,15,1,0,3,6.659004939247466,3,0,0,1
2070,15,0,0,3,13.38824128507287,11,0,1,1
2071,15,1,1,2,4.322716246218414,3,1,2,0
2072,16,1,1,2,11.817438459485171,24,1,3,1
2073,16,1,0,1,18.26411923628345,29,1,3,0
2074,17,1,2,0,15.956047444172155,23,0,0,0
2075,15,0,0,0,18.42915472433061,19,0,2,0
2076,15,1,1,2,19.5701193386538,13,0,1,0
2077,16,0,2,2,0.21340254012325532,23,1,2,0
2078,15,0,0,2,12.454825527549552,23,1,2,0
2079,16,1,0,0,8.25678795517813,6,1,2,0
2080,15,0,2,2,17.197089806702436,25,0,3,1
2081,17,1,1,2,5.036294040182634,12,0,3,0
2082,15,1,1,2,19.620589782301522,21,0,3,0
2083,15,0,2,2,12.274159390874946,7,0,3,0
2084,18,0,2,1,15.870748044576619,22,0,3,0
2085,16,0,3,3,1.7119910564553664,4,0,3,0
2086,15,0,1,2,3.669157695177301,11,1,2,0
2087,15,1,0,1,15.168073460684063,12,0,2,1
2088,18,1,0,1,0.43973044078647217,28,0,3,1
2089,18,1,0,2,16.337559717875656,19,0,0,0
2090,16,0,1,3,0.27898037383822905,13,0,3,0
2091,18,0,0,2,13.142376781225467,27,1,4,0
2092,17,0,3,1,7.301878404636117,17,0,3,0
2093,18,1,1,3,12.229897054383983,26,0,0,1
2094,17,0,1,2,13.920628139782274,23,1,2,1
2095,16,1,0,2,6.849504383726083,24,0,3,1
2096,16,0,0,2,2.159248962216711,19,0,4,0
2097,16,1,0,1,1.3929173549653129,3,1,2,1
2098,16,1,0,2,11.778720451250956,20,1,3,0
2099,16,0,0,1,10.41310707468223,17,0,3,0
2100,17,0,1,4,14.84402018242265,6,0,1,0
2101,17,1,2,2,10.194710200078742,14,0,3,1
2102,16,1,2,2,8.448915800617582,20,1,2,1
2103,18,0,1,2,7.9617435647246175,5,0,2,0
2104,15,0,0,3,0.5289380519533493,15,1,2,0
2105,16,1,2,3,6.711144033933143,19,1,3,1
2106,18,0,2,2,19.520403150489884,23,1,3,1
2107,15,1,0,2,17.471111524541776,7,0,2,0
2108,16,1,2,2,6.587561340684354,27,0,3,1
2109,16,0,0,2,11.755908101327444,20,0,3,0
2110,17,0,2,1,16.94593491070988,15,1,3,1
2111,15,0,3,2,8.825486735001373,27,0,2,0
2112,15,0,0,1,0.3591572750030192,21,0,0,0
2113,18,0,2,3,1.4902092363728014,15,0,2,1
2114,17,1,1,1,10.207854426974132,2,0,3,1
2115,17,1,3,4,19.388787513517567,16,0,1,0
2116,17,0,0,2,13.864190844377354,8,0,4,0
2117,17,0,2,2,1.4183238287713906,24,0,3,0
2118,15,0,0,2,3.7872175158372556,2,0,3,0
2119,15,1,0,1,15.426462864337001,19,0,3,1
2120,16,0,0,1,16.828795199124894,28,1,2,0
2121,16,0,3,0,12.353891723771817,6,1,3,1
2122,17,1,2,2,12.888463392596332,17,0,2,0
2123,17,1,2,2,0.5667490076676929,11,0,3,1
2124,17,0,3,2,16.57060519163017,18,1,3,0
2125,16,0,0,1,15.765504163416592,15,0,3,0
2126,18,0,0,1,5.180702882066943,21,0,3,0
2127,18,1,0,2,14.173534399310139,26,0,0,1
2128,16,0,0,3,4.297092128499962,23,0,0,0
2129,16,0,0,2,0.8066032210302598,16,0,3,0
2130,16,0,0,2,4.0227308518075455,19,1,1,1
2131,16,1,0,2,3.57257753508599,14,1,2,1
2132,16,1,0,0,6.754959934696945,0,0,2,1
2133,16,0,0,4,8.368989943509161,1,0,0,0
2134,17,0,0,2,10.170777829954158,7,0,0,0
2135,17,1,3,1,9.535077510166563,21,0,3,1
2136,17,1,2,2,5.413492119305787,24,0,3,0
2137,17,1,3,1,0.5834133714814893,1,0,2,0
2138,16,1,0,4,12.102032444743013,18,1,4,0
2139,18,1,0,1,7.914896596947088,8,0,1,1
2140,15,1,2,2,5.973443147750994,8,1,1,0
2141,16,1,0,1,17.338820856610248,12,0,3,1
2142,15,1,0,2,14.934866155963196,5,0,3,0
2143,18,1,0,2,17.155310967448845,29,0,2,1
2144,17,0,0,2,9.89965589424922,14,0,4,1
2145,18,0,0,2,2.6186250425355495,18,1,4,0
2146,16,0,0,3,13.924428722425448,20,0,0,0
2147,17,1,1,0,4.121475598743505,14,0,1,1
2148,16,0,0,1,8.824593381834337,17,0,3,0
2149,17,1,0,1,1.30001577897777,6,0,2,1
2150,15,1,2,4,16.50616804845965,25,0,0,1
2151,15,0,0,1,2.5188128209500116,10,0,3,0
2152,15,1,0,2,18.061950140986195,7,1,2,0
2153,18,0,2,2,17.284612045231142,5,1,2,0
2154,16,0,0,1,9.291655288784922,7,0,1,1
2155,18,0,0,1,14.887364086079813,1,0,3,0
2156,15,1,0,1,12.388901476363065,18,0,2,1
2157,16,0,0,2,16.061512846754898,15,0,1,1
2158,15,1,1,1,8.63610201571824,6,1,2,0
2159,18,0,2,0,15.716169684887,9,1,2,0
2160,18,0,0,3,9.24913634130296,11,0,4,0
2161,18,0,1,4,18.819315756855875,16,0,4,1
2162,15,1,1,1,9.727442016502952,6,1,1,0
2163,16,1,0,1,9.25238543867459,21,1,3,0
2164,16,1,1,0,15.701437231270255,7,0,3,1
2165,15,0,0,2,16.43155383521676,6,0,3,0
2166,16,0,0,3,11.089782286423414,3,0,2,0
2167,15,1,0,1,3.595956269901508,2,1,0,0
2168,16,1,0,1,9.35516461915159,18,0,3,1
2169,17,1,0,2,19.36145005819357,14,1,1,0
2170,17,1,2,2,15.059723860783702,3,0,1,0
2171,18,1,0,0,16.223252077582643,24,0,3,1
2172,17,1,0,2,0.6565099763848026,8,0,4,0
2173,17,0,0,1,9.357189252683199,12,1,1,1
2174,17,1,2,1,12.932422673151107,17,0,3,0
2175,15,0,1,2,16.600653672561492,20,1,2,0
2176,17,0,1,3,0.9854730716554294,15,0,3,0
2177,17,1,2,2,17.048777712837463,0,1,2,0
2178,18,1,2,3,10.968018734838234,3,1,1,0
2179,17,0,0,2,3.9462794115211985,17,0,1,0
2180,17,1,1,2,6.345104328994,7,1,2,0
2181,16,1,2,2,5.638591035031215,19,0,1,0
2182,18,0,3,3,10.617180685769515,15,0,0,0
2183,18,0,2,3,1.0337135982226364,20,0,3,0
2184,18,0,0,0,3.1707231699984706,10,1,2,0
2185,18,1,0,3,16.253860867515648,19,1,3,1
2186,18,0,0,3,2.6520798149362212,20,0,1,0
2187,18,1,2,2,4.667925389162539,20,1,3,0
2188,15,0,0,1,9.067412112083147,20,0,2,1
2189,17,0,0,3,10.34241776226661,26,1,0,0
2190,18,0,2,3,15.272209592283172,18,0,2,0
2191,17,1,0,1,8.946648533323756,22,0,0,0
2192,17,1,2,4,15.797292420710775,18,0,3,1
2193,15,0,0,0,12.366926140909149,17,0,3,0
2194,18,0,0,1,2.261994788476449,18,0,2,1
2195,16,0,0,2,3.1266287678567717,10,0,1,1
2196,15,1,2,2,8.740674508995417,2,0,1,0
2197,16,0,0,2,7.937787861780792,7,1,2,1
2198,17,1,0,0,14.870885392745892,19,0,3,0
2199,17,0,3,4,11.614742795947038,18,1,1,0
2200,15,0,0,0,7.762661620044986,9,0,0,0
2201,15,0,1,1,3.4152056690077126,15,0,2,1
2202,16,0,1,0,4.536742046509903,4,0,2,0
2203,18,0,0,2,11.51002036938118,19,1,1,0
2204,16,0,1,3,8.46877609799585,8,1,2,1
2205,15,1,0,2,10.298550177213441,7,0,2,1
2206,16,0,1,3,3.4135487060446734,10,0,2,1
2207,15,1,0,0,13.258125046891315,15,0,2,0
2208,16,0,1,2,17.05077481711934,6,0,3,0
2209,15,0,0,2,5.158790135738012,14,1,0,0
2210,15,1,1,2,9.830284516636532,23,0,1,1
2211,15,0,0,0,19.510546580418037,28,0,2,0
2212,18,1,0,2,6.664834811014552,20,1,2,1
2213,16,1,0,2,11.900926898475223,19,1,2,0
2214,16,0,0,2,1.8039140040048873,22,0,3,1
2215,16,1,2,2,12.120300049588863,16,0,3,1
2216,15,1,0,1,1.7926354660923582,5,0,1,1
2217,16,0,3,2,19.184708706476442,14,0,3,0
2218,16,1,3,1,14.313253041446227,7,0,2,0
2219,15,0,1,3,15.763195762714128,6,1,1,0
2220,17,0,0,2,14.082087215432736,1,1,4,0
2221,15,0,0,1,11.794580721529314,29,0,3,0
2222,16,0,2,4,8.998255621710108,12,0,4,1
2223,15,1,0,2,17.167467595221247,29,0,1,0
2224,17,0,0,0,19.13671335086126,22,0,1,1
2225,15,0,1,2,9.980723458081627,28,0,2,0
2226,16,1,2,1,18.63070098310524,5,0,3,0
2227,17,0,2,3,11.66665819977035,28,0,1,0
2228,18,0,0,3,10.767683737928664,4,0,3,1
2229,16,1,1,4,9.089654659107133,19,0,2,0
2230,17,1,0,2,4.185755230602397,0,0,2,1
2231,17,1,0,2,0.07439321636118379,28,0,3,0
2232,18,1,2,2,4.830124537121225,17,0,3,1
2233,15,1,0,1,10.194463432071304,14,0,0,0
2234,15,1,0,2,7.599199045195051,22,0,4,0
2235,16,1,0,2,8.969704560052676,9,0,2,1
2236,18,0,2,0,19.61296439128099,2,1,0,1
2237,15,1,2,2,7.005447413386552,4,0,3,0
2238,18,1,1,3,9.043658787202158,23,0,4,1
2239,15,1,2,3,2.6703110270563912,28,0,3,0
2240,17,0,0,0,0.9591546487397529,12,0,3,1
2241,15,0,0,0,15.508190291849893,7,1,3,0
2242,18,1,0,1,11.413663501439572,21,1,4,0
2243,17,1,0,3,15.214096120877901,20,0,0,0
2244,17,1,0,1,2.9972559777310326,28,0,3,1
2245,17,0,3,2,11.436575423653819,1,0,3,1
2246,18,0,0,1,5.072849486827511,8,0,0,0
2247,16,1,0,2,4.561236338000398,16,0,2,1
2248,16,0,0,1,0.23052028105970512,26,0,2,0
2249,16,1,0,2,2.606814471381438,17,0,3,1
2250,18,0,3,1,6.185362229993907,12,0,0,0
2251,17,0,0,2,2.337575211818781,0,1,3,0
2252,16,1,0,1,19.71716880821875,11,0,1,0
2253,18,1,2,2,6.172652970479014,19,0,2,0
2254,16,1,0,3,2.6064789340465633,19,0,3,0
2255,15,1,0,1,3.981646256559155,20,0,2,1
2256,16,0,0,3,11.75406456682953,4,1,2,0
2257,16,0,1,2,1.2808704772957702,7,0,0,1
2258,17,0,3,1,17.248682602823138,26,1,3,1
2259,18,1,2,2,19.229993584742946,14,0,4,0
2260,17,0,0,1,4.934948413347618,26,1,4,0
2261,17,1,2,2,9.001905371817188,2,1,3,1
2262,17,0,0,2,0.4426890205899414,5,0,1,1
2263,17,1,0,1,12.81420449454443,27,0,1,1
2264,17,1,0,2,8.278521161051778,12,1,1,1
2265,16,0,0,3,5.401169322031114,11,0,2,0
2266,17,1,1,3,4.1367422123321695,18,0,1,1
2267,17,1,1,2,13.080461553175208,28,0,1,0
2268,18,0,3,4,8.32434062064629,17,0,3,0
2269,15,1,1,2,3.5931857805982403,23,0,2,1
2270,16,1,1,1,13.782181629736481,0,0,3,1
2271,16,1,0,3,11.301445660733872,24,0,4,1
2272,16,0,0,2,17.173441098589922,26,0,3,0
2273,17,0,1,2,2.349517977529858,6,1,3,1
2274,17,1,0,2,15.713332038889122,11,0,3,1
2275,17,0,2,3,13.47033573634518,9,1,2,1
2276,18,1,0,3,2.3002187365619564,28,1,0,0
2277,15,1,0,2,13.896414597434415,11,1,0,1
2278,17,1,0,1,8.830945777596607,10,1,1,0
2279,15,1,0,2,18.899695711116863,3,1,3,1
2280,18,1,0,2,2.8322270123579862,18,1,4,1
2281,16,0,2,1,12.85666781631476,5,0,4,1
2282,17,1,0,2,7.6396009092589185,24,0,0,0
2283,15,0,1,2,19.136293411817554,8,1,4,0
2284,15,0,0,1,6.59949790580553,19,0,2,0
2285,17,1,0,1,19.243718189836002,9,1,3,0
2286,16,1,0,1,18.02971702201498,4,1,1,1
2287,16,0,2,3,5.407664706213127,26,0,0,0
2288,16,0,0,1,16.070835536528556,12,1,2,0
2289,18,0,2,1,19.91208403607012,8,0,3,1
2290,15,1,0,2,5.053260043425647,1,0,1,0
2291,15,0,2,1,8.735543386466393,17,0,1,1
2292,15,1,0,0,10.403614731335193,20,0,4,0
2293,18,1,1,1,5.898622716077286,0,0,4,0
2294,15,1,1,2,0.3052967929205952,23,0,0,1
2295,18,0,3,2,4.402584883950533,20,0,3,0
2296,16,1,0,1,5.638737686835169,11,1,2,0
2297,17,1,0,2,8.871994026363744,9,0,2,0
2298,15,1,0,4,3.4220495682680374,1,0,2,0
2299,15,1,2,1,17.465087133833453,27,0,2,1
2300,16,1,1,1,14.098222654626722,8,1,2,1
2301,17,0,2,1,1.7040095511932396,1,1,2,0
2302,18,1,0,2,13.001849022798629,22,0,2,1
2303,17,1,0,2,13.073129528112409,23,0,3,1
2304,16,0,0,1,19.124423472872554,29,1,3,1
2305,16,1,3,2,0.060417427123224954,21,0,2,0
2306,17,0,1,0,4.958648996116144,13,0,1,1
2307,18,1,3,2,18.55582958750631,10,0,3,0
2308,18,0,0,2,18.64267830796566,22,0,3,1
2309,15,0,1,1,14.411728387412747,10,1,3,1
2310,18,1,1,2,15.315266420950799,16,0,2,0
2311,17,1,0,1,1.8296591585929423,3,0,1,0
2312,16,1,2,2,10.277516695564673,12,0,3,0
2313,15,0,3,0,4.6316598257799875,6,1,2,0
2314,15,0,2,3,3.6243608722723453,15,1,4,0
2315,16,0,2,1,16.20606598246665,0,1,3,1
2316,18,1,0,3,2.7007627336109485,12,0,1,0
2317,16,0,0,1,9.373032739927705,0,0,2,0
2318,18,0,3,2,18.77156479172066,10,1,3,0
2319,16,1,0,1,3.716641111306851,5,0,2,0
2320,17,0,2,3,19.55986847476469,19,1,2,0
2321,18,0,2,1,19.88575971522118,2,0,3,1
2322,17,1,1,1,11.112343093648057,11,0,3,0
2323,15,0,3,2,3.4028548035431583,4,0,1,1
2324,16,1,0,0,6.322097758817913,8,1,2,0
2325,15,1,0,1,8.489856653530703,25,1,4,1
2326,15,1,0,3,6.186484487164458,25,0,4,0
2327,15,1,0,4,5.612711597530316,11,0,3,1
2328,15,1,0,1,19.44459418432715,29,1,4,1
2329,16,0,0,3,3.067296548314913,29,0,2,1
2330,15,0,2,2,14.666558174337245,27,1,2,1
2331,16,1,3,1,0.008205788783497425,26,0,2,1
2332,16,1,0,2,11.923653388047537,9,0,1,1
2333,17,0,0,2,18.31886007908105,18,0,2,1
2334,18,1,3,4,5.75868188186438,4,0,2,1
2335,18,1,0,1,3.710519505154384,25,0,3,1
2336,16,1,0,2,13.033595897568539,4,0,3,0
2337,17,0,0,0,14.252028145967863,8,0,3,0
2338,16,0,1,1,13.760610379039626,26,0,2,1
2339,16,1,0,0,6.386337600427481,27,0,1,0
2340,16,1,3,4,5.044048043186617,25,1,2,1
2341,17,0,0,3,19.118375999240882,26,0,3,0
2342,18,0,1,2,18.46599016539859,19,0,1,0
2343,17,1,0,2,9.146332197856406,16,0,2,1
2344,15,1,0,1,16.923877323087467,9,0,2,0
2345,17,0,1,1,9.04646955268592,20,1,3,0
2346,17,0,2,1,8.487780361450207,0,0,3,0
2347,17,0,2,1,3.135258951985893,21,1,3,0
2348,17,1,1,2,8.528121129839457,27,0,2,1
2349,18,0,3,2,10.74833877199614,15,0,2,0
2350,15,1,2,0,0.4500865485737293,25,0,1,1
2351,18,0,2,0,8.882260103508129,25,1,1,0
2352,18,0,0,1,15.627124367904006,14,1,1,1
2353,17,0,0,2,13.600921127485396,22,0,1,0
2354,16,0,0,3,12.7031397772787,16,1,1,0
2355,16,1,1,2,18.19110856874405,25,0,1,0
2356,18,1,0,3,0.3606401965046002,19,1,1,0
2357,18,0,0,2,11.140951723844683,24,0,3,0
2358,17,1,2,1,15.746976968194142,12,0,4,1
2359,18,0,2,1,10.826707654025345,0,0,3,0
2360,17,0,3,3,6.477911051607583,24,1,0,0
2361,16,0,0,2,2.725011301839557,7,1,2,0
2362,16,0,1,1,17.751261436323826,4,1,3,1
2363,15,1,0,2,9.41524784775206,5,1,1,0
2364,16,0,0,2,17.562303939714027,22,0,3,0
2365,18,0,0,2,11.717042448663367,19,1,2,0
2366,16,1,0,3,13.483842332300016,29,1,4,1
2367,17,0,0,2,16.085223087569002,13,0,3,1
2368,16,0,2,2,13.183110892002688,21,0,3,0
2369,15,0,0,0,7.961096813578754,22,0,3,0
2370,16,1,2,0,10.27266767857302,10,1,1,0
2371,17,0,1,1,16.060910493517596,5,1,1,1
2372,17,1,0,0,7.473005927459684,10,1,2,0
2373,18,0,0,2,7.762429135369942,12,1,1,1
2374,16,0,0,2,1.913802321160023,11,1,1,0
2375,17,1,1,1,18.291688704434954,21,1,2,0
2376,15,0,0,3,1.8207262989088346,1,1,3,0
2377,18,0,0,1,12.964183548971118,20,0,0,1
2378,15,1,0,1,8.263889576055954,2,0,1,1
2379,16,1,1,1,8.112387805108847,22,0,2,1
2380,16,1,3,1,13.591036731453679,3,1,2,0
2381,16,1,0,1,1.3418746525975744,16,0,1,0
2382,18,1,2,2,11.874115659028693,27,0,4,0
2383,17,0,1,2,15.440635719447096,27,0,2,0
2384,18,1,3,4,16.564255157731886,21,0,2,0
2385,15,0,2,0,3.410607787875506,5,0,0,0
2386,18,0,1,1,17.948381001563472,6,0,2,0
2387,15,0,1,0,13.122921836948844,14,0,3,0
2388,18,1,2,2,17.637096016413658,10,0,1,1
2389,17,1,0,0,9.705614342203965,23,0,2,0
2390,15,0,0,3,10.84066690194404,2,0,0,1
2391,16,1,0,2,18.38076554057342,29,0,4,0
2392,16,1,2,2,17.998190867093435,5,0,0,1
2393,18,1,2,2,8.96321746738004,25,0,3,0
2394,16,1,0,1,5.488252632713635,1,0,2,0
2395,15,0,1,1,7.863408691285283,28,1,2,1
2396,16,0,0,1,7.755286570594995,13,0,3,0
2397,17,1,0,2,5.7373374996558795,8,0,1,1
2398,17,0,3,1,5.371592086659332,17,0,2,1
2399,18,1,0,1,17.22125872959439,18,0,2,0
2400,15,1,0,4,1.3972384136932336,11,0,0,1
2401,17,0,1,0,13.552223641991883,12,0,3,1
2402,17,0,2,3,3.456401029129046,25,0,0,0
2403,15,0,0,2,6.890117867881265,11,0,3,1
2404,16,1,1,1,1.2308606826967372,11,0,2,1
2405,16,0,1,1,5.399472737109241,17,1,1,0
2406,18,1,0,1,15.368421422344841,8,0,3,0
2407,16,0,0,2,17.700306490945174,16,1,2,0
2408,15,0,1,2,4.430543038047341,20,0,2,1
2409,17,1,0,2,9.270956785178438,15,0,2,1
2410,16,1,3,3,9.406480958744128,16,0,1,1
2411,18,1,2,2,17.471506115194686,20,1,3,0
2412,16,1,3,1,15.255981057516108,23,0,2,0
2413,15,1,0,1,10.261544367360997,7,0,1,1
2414,18,1,3,3,13.414944009435468,10,0,3,0
2415,16,1,0,1,16.947101078187337,23,0,0,1
2416,18,1,0,0,0.19077908051089887,1,1,1,1
2417,15,0,0,2,8.057800621000972,7,0,2,0
2418,17,1,0,2,18.144863345541573,11,0,3,0
2419,15,1,1,3,14.806260616879028,20,0,4,0
2420,15,0,0,2,10.856827486681492,0,0,3,1
2421,15,1,0,0,10.592890540702669,22,0,2,1
2422,15,0,1,3,6.955401952088756,12,0,3,1
2423,17,0,0,1,10.41041067283029,21,0,2,0
2424,17,1,1,1,13.107663989269065,20,1,1,0
2425,18,0,0,2,8.36726076857586,16,0,4,1
2426,16,1,2,0,14.28306292784348,13,1,1,0
2427,17,0,2,2,17.224644545207717,13,0,2,1
2428,17,0,0,1,3.0936969636972234,15,0,3,0
2429,16,0,0,2,9.030940456348489,16,0,3,0
2430,17,1,0,1,8.160401825701623,5,1,0,0
2431,15,1,2,2,13.749296080994561,25,0,0,0
2432,15,0,0,3,4.997349305158587,27,0,2,1
2433,16,0,0,1,12.805018299045525,6,0,2,0
